PROTEIN_U,PROTEIN_V,PUBMED
YLR116W,YMR216C,20489023
YDL025C,YER155C,20489023
YML095C,YMR201C,9852079
YDL218W,YGL044C,11283351
YBR055C,YKL157W,11805837
YBR048W,YKR081C,21926967
YKR081C,YLR150W,21926967
YJR009C,YNL273W,16554755
YHR200W,YOR341W,18757749
YJL053W,YMR186W,19536198
YBL002W,YGR270W,19106085
YHL009C,YPL018W,17634282
YBR082C,YBR082C,22085930
YER118C,YLR353W,18591427
YGL122C,YHR135C,16319894
YKL049C,YPL240C,21070971
YDL110C,YNL209W,19536198
YDR495C,YNL227C,19536198
YBR082C,YBR082C,14747994
YBR082C,YBR082C,7756256
YLR438C,YOL139C,20108977
YJR022W,YLR269C,10688190
YBL002W,YGR270W,22199229
YDR337W,YHL004W,16429126
YDR337W,YHL004W,11805826
YDR337W,YHL004W,12392552
YAL034C,YJR123W,16429126
YDL143W,YKL054C,16554755
YDL143W,YKL054C,19536198
YBR283C,YDR086C,8612571
YOL038W,YOR362C,16554755
YOL038W,YOR362C,19412159
YOL038W,YOR362C,14759368
YOL038W,YOR362C,16429126
YIL148W,YPL031C,16319894
YGL190C,YPL106C,19536198
YLL028W,YNL237W,16093310
YER020W,YGL121C,12150916
YDR484W,YKR020W,12686613
YDR484W,YKR020W,11805826
YDR484W,YKR020W,12446664
YBR194W,YMR288W,21386897
YAL053W,YLR330W,18467557
YBR143C,YER151C,20508643
YKR031C,YOR242C,17110477
YAR027W,YGR060W,16093310
YGL128C,YLR196W,19536198
YDR174W,YIR010W,21107429
YBR188C,YLL036C,11842115
YBR188C,YLL036C,17515604
YBR131W,YML001W,11590240
YBR188C,YLL036C,16554755
YLL048C,YPL147W,16093310
YDR412W,YGR148C,20005841
YER151C,YOL121C,20508643
YBR188C,YLL036C,10318896
YBR188C,YLL036C,10092627
YGR092W,YHL021C,16319894
YBR009C,YOR224C,22199229
YLR362W,YNL209W,19536198
YJL026W,YLR136C,22152479
YBR188C,YLL036C,11884590
YBL030C,YDL067C,18779372
YPL094C,YPL094C,18719252
YBR188C,YLL036C,19704000
YBR188C,YLL036C,19617314
YBR188C,YLL036C,11018040
YER172C,YML049C,16429126
YAL024C,YNL153C,19536198
YER087C,YIR033W,18719252
YBR118W,YEL034W,16215987
YER048C,YOL005C,19536198
YHR164C,YJL173C,16554755
YGL184C,YPR088C,21765803
YER018C,YMR213W,17634282
YJL034W,YPL085W,16429126
YBR188C,YLL036C,11804584
YBR188C,YLL036C,16357217
YML001W,YOR070C,9452439
YBR188C,YLL036C,20956557
YCL031C,YDR299W,21724601
YDR002W,YNL307C,16319894
YML012W,YMR307W,10704443
YJR132W,YLR310C,19841731
YER063W,YPL106C,19536198
YBR109C,YNL079C,11474067
YDR479C,YLR350W,18719252
YPR135W,YPR164W,20139071
YDL229W,YGL251C,19536198
YBR160W,YMR165C,21081492
YBR160W,YMR165C,16319894
YAL041W,YNL118C,20489023
YDR499W,YHR164C,16429126
YDL209C,YDR088C,11884590
YIL074C,YLL026W,19536198
YDR499W,YHR164C,11805826
YBR130C,YNL007C,19536198
YAL005C,YLR345W,19536198
YAL005C,YLR208W,19536198
YCR066W,YDL229W,19536198
YDR449C,YKR081C,21926967
YHL034C,YML100W,16429126
YDR227W,YNL186W,16554755
YBR198C,YGL135W,21734642
YDR167W,YGL112C,12052880
YDR167W,YGL112C,11805826
YDR167W,YGL112C,16429126
YDR167W,YGL112C,16554755
YDR167W,YGL112C,14718168
YDR167W,YGL112C,12840001
YDR167W,YGL112C,8662725
YDR167W,YGL112C,11533254
YDR167W,YGL112C,15657441
YDR167W,YGL112C,12582245
YDR167W,YGL112C,12446794
YDR167W,YGL112C,11940675
YDR167W,YGL112C,21734642
YCL014W,YGR220C,16429126
YCL014W,YGR220C,11805826
YDR064W,YOR117W,18757749
YLR314C,YOR244W,21984913
YJR043C,YNL307C,16319894
YJL033W,YLR259C,19536198
YIL144W,YLL024C,19536198
YER070W,YHR027C,18757749
YDR227W,YNL186W,10490600
YHR101C,YMR200W,18508919
YCR086W,YIL152W,18719252
YGL086W,YPL240C,19536198
YDR293C,YNL161W,10970846
YDR293C,YNL161W,11805837
YDR293C,YNL161W,21460040
YIL021W,YML010W,16429126
YIL021W,YML010W,16554755
YIL021W,YML010W,12556496
YIL021W,YML010W,21048197
YIL021W,YML010W,16085932
YER018C,YOL069W,11179222
YER018C,YOL069W,11266451
YER018C,YOL069W,16429126
YML092C,YPL144W,18278057
YBR072W,YMR240C,19536198
YAR002W,YLR166C,16624861
YDR175C,YGR165W,16554755
YBR009C,YGL039W,22199229
YGL178W,YOR276W,20705650
YDL229W,YGL185C,19536198
YDR496C,YLR276C,16429126
YER146W,YIL048W,10900456
YHR088W,YOR272W,11805837
YDR510W,YOR156C,12761287
YBR169C,YJR043C,19536198
YFR002W,YIL149C,10617624
YBR125C,YLR066W,18467557
YNL007C,YOR155C,19536198
YBR079C,YNL178W,20584985
YHR121W,YPR120C,16554755
YDL229W,YGL167C,19536198
YGL179C,YNL064C,19536198
YNL207W,YOR061W,20489023
YGL137W,YNL250W,11805837
YBL007C,YDL206W,19841731
YOR206W,YPL043W,11805826
YOR206W,YPL043W,16429126
YHR088W,YOR272W,16429126
YDR032C,YER020W,18467557
YNL035C,YPL106C,19536198
YDR171W,YFL034C,19536198
YER165W,YGL112C,12052880
YKL014C,YLR276C,15226434
YMR022W,YNR042W,14690591
YDL229W,YLR044C,19536198
YGR259C,YNL064C,19536198
YOL070C,YOR098C,10688190
YBL003C,YLR033W,16554755
YBL003C,YLR033W,19106085
YBL003C,YLR033W,14729968
YHR021C,YNR051C,20508643
YAR027W,YGL129C,16093310
YGR095C,YJL179W,19536198
YGR026W,YPL031C,16319894
YHR169W,YLR029C,16429126
YGL086W,YGR113W,12925767
YKL060C,YOR116C,16429126
YKL060C,YOR116C,11805826
YBR160W,YOR001W,14574415
YBL004W,YLL024C,19536198
YGL133W,YLL026W,19536198
YDR208W,YGL180W,16319894
YER093C,YPR032W,18467557
YFR014C,YKL166C,16319894
YEL030W,YLR309C,19536198
YLR291C,YNL307C,18719252
YLR258W,YMR120C,18467557
YIL035C,YNL308C,11805837
YDL229W,YOR275C,19536198
YGL244W,YLL026W,19536198
YGL207W,YOR064C,19621382
YDR373W,YNL278W,14690591
YLR150W,YOR359W,16554755
YNL005C,YNL252C,16554755
YDL161W,YHR016C,19841731
YDL060W,YDL148C,16429126
YDL040C,YLR175W,16554755
YAL005C,YOR307C,19536198
YMR086W,YNL209W,19536198
YBR014C,YDL100C,11805837
YBR085W,YFR004W,20170199
YML007W,YPL254W,16429126
YDL229W,YER077C,19536198
YBR084W,YLR075W,16429126
YDL209C,YLR147C,11884590
YGL005C,YGR078C,19536198
YDL209C,YLR147C,14690591
YML114C,YNL007C,19536198
YDR363W,YOR261C,16554755
YKL161C,YNL053W,20489023
YKL161C,YNL053W,22006927
YKL161C,YNL053W,21118957
YIR006C,YNL020C,17978096
YIR006C,YNL020C,20489023
YDL030W,YER172C,16429126
YKL073W,YOR326W,19536198
YBR217W,YJL190C,14690591
YLL024C,YOR239W,19536198
YDL229W,YIL055C,19536198
YDR363W,YOR261C,15117943
YDR413C,YIL135C,14690591
YGL127C,YGL158W,20489023
YPL004C,YPR161C,16554755
YKR082W,YLL026W,19536198
YGL180W,YOR204W,16319894
YKR081C,YOL144W,16554755
YLR191W,YOR355W,19841731
YDR142C,YIL068C,11805837
YJR057W,YLR291C,18719252
YBR169C,YGR253C,19536198
YEL019C,YHR154W,20670896
YKL043W,YOR254C,19536198
YEL019C,YHR154W,21642432
YOR362C,YPL031C,16319894
YDR363W,YOR261C,15610744
YDL060W,YDR064W,16429126
YNL178W,YOR056C,16429126
YBR072W,YKL049C,21070971
YDR388W,YDR515W,10992286
YAL062W,YIL033C,16554755
YDR465C,YJR021C,11283351
YJL165C,YPR160W,16319894
YFR028C,YGR056W,21127052
YDL114W,YLR040C,11283351
YAL005C,YDR049W,19536198
YDR178W,YKL148C,22152483
YNL209W,YOR124C,19536198
YGR214W,YLR259C,16429126
YIL094C,YML085C,16429126
YBR194W,YLL026W,21386897
YFR004W,YKL191W,20170199
YHL004W,YJR101W,12392552
YHL004W,YJR101W,16429126
YGL245W,YHR082C,16319894
Q0140,YOL027C,16476776
YGL049C,YJL124C,20108977
YFR033C,YKR016W,21944719
YHL004W,YJR101W,11805826
YDR381W,YGL099W,16554755
YDL106C,YML051W,18719252
YDL223C,YJL095W,16319894
YDL171C,YOR254C,19536198
YDR308C,YOR174W,10688190
YDR308C,YOR174W,16554755
YDR308C,YOR174W,15710619
YDR308C,YOR174W,15477388
YDR308C,YOR174W,12468546
YDL140C,YFR004W,20170199
YDR308C,YOR174W,16758199
YBR194W,YHR174W,21386897
YFR002W,YGL172W,9843582
YFR002W,YGL172W,18467557
YFR002W,YGL172W,9017593
YFR002W,YGL172W,18046405
YFR002W,YGL172W,18206968
YFR002W,YGL172W,14697200
YFR002W,YGL172W,15741174
YBL002W,YLL039C,20694217
YBL040C,YMR215W,16093310
YFR002W,YGL172W,10617624
YCL027W,YDR072C,19841731
YOR011W,YOR251C,16606443
YLR150W,YLR455W,16554755
YHR059W,YJR072C,14690591
YGR284C,YML067C,18467557
YGR284C,YML067C,16093310
YBR088C,YMR078C,15964801
YDL229W,YJL088W,19536198
YDL229W,YNL032W,19536198
YHR052W,YKR081C,12374754
YGL246C,YKR081C,21926967
YEL030W,YOR018W,19536198
YAR002C,YGR132C,11805826
YIL091C,YNL124W,14690591
YJL128C,YLR310C,19841731
YHR118C,YPL008W,20980819
YLL022C,YOR244W,19303850
YDR293C,YNL289W,16330754
YDR228C,YPR076W,14690591
YDR381W,YGL099W,15584090
YGR285C,YIL031W,19536198
YFR031C,YLR086W,16554755
YFR031C,YLR086W,10811823
YBR081C,YEL026W,21734642
YDR448W,YPL248C,20059977
YDL132W,YEL060C,11805837
YDR448W,YPL248C,7739564
YDR448W,YPL248C,11986320
YDR088C,YER172C,11290703
YJL092W,YOL034W,15964827
YAL053W,YOR153W,11805826
YBR049C,YER048C,19536198
YKL049C,YMR304W,21070971
YFR031C,YLR086W,21441928
YMR216C,YNL004W,20489023
YMR216C,YNL004W,16530282
YBR009C,YBR154C,22199229
YBR010W,YIR006C,22199229
YAL033W,YIR015W,19095620
YDR320C,YGL090W,19536198
YFR004W,YGL026C,18757749
YFR004W,YGL026C,20170199
YNL007C,YOL045W,19536198
YJL162C,YOR080W,19536198
YBR009C,YDR195W,22199229
YDL229W,YGL154C,19536198
YDL229W,YJR092W,19536198
YER064C,YHR082C,16319894
YGL055W,YKL088W,18467557
YER110C,YFR004W,18757749
YBR249C,YPR110C,11805837
YER110C,YFR004W,20170199
YER110C,YFR004W,16284124
YHR015W,YHR064C,19536198
YIR010W,YPL198W,21107429
YGR047C,YPL007C,16429126
YEL058W,YHR200W,18757749
YAL005C,YHR034C,19536198
YAL005C,YLR257W,19536198
YDR162C,YMR299C,19841731
YDR229W,YJL164C,16319894
YAL033W,YIR015W,16554755
YML034W,YNL209W,19536198
YOL051W,YPR168W,16554755
YOL051W,YPR168W,17919657
YBL085W,YGR052W,20489023
YLL024C,YOR258W,19536198
YMR116C,YOR197W,20624963
YBR211C,YLL024C,19536198
YGL215W,YGL215W,19345193
YKL101W,YNL272C,16319894
YHR102W,YLR368W,20489023
YHR102W,YOR353C,16554755
YHR102W,YOR353C,10688190
YHR102W,YOR353C,11805837
YHR102W,YOR353C,11283351
YHR102W,YOR353C,18719252
YHR102W,YOR353C,20489023
YDR297W,YEL003W,19536198
YAR002C,YCL001W,11157978
YLR259C,YOL042W,16429126
YMR229C,YNL090W,11805837
YEL005C,YEL013W,10888680
YBR154C,YGL043W,16554755
YBR154C,YGL043W,14759368
YEL005C,YEL013W,16824055
YMR196W,YOR011W,16606443
YAL005C,YAR042W,19536198
YDR073W,YPL248C,17919657
YKL062W,YPL203W,20489023
YDL082W,YDR130C,19948764
YBR154C,YPR010C,16554755
YBR154C,YPR010C,18467557
YBR154C,YPR010C,14759368
YBR154C,YPR010C,16429126
YFR010W,YGL141W,12408819
YMR229C,YPL131W,16429126
YDL116W,YDR412W,20005841
YDR174W,YLR320W,16554755
YLR383W,YOL034W,19141609
YLR383W,YOL034W,15738391
YGL207W,YML010W,12556496
YGL207W,YML010W,20634314
YDR359C,YJL098W,20489023
YDR359C,YJL098W,11805837
YCL028W,YNL236W,19026788
YDL229W,YFL003C,19536198
YKL067W,YPR010C,11805826
YKL067W,YPR010C,16429126
YCL014W,YNL209W,16554755
YCL014W,YNL209W,19536198
YAL005C,YPR164W,19536198
YER122C,YIR010W,21107429
YHR158C,YNL084C,11087867
YGR097W,YMR304W,16554755
YBL003C,YJL047C,16554755
YJL033W,YOL041C,16429126
YJL033W,YOL041C,11805826
YLL024C,YOR033C,19536198
YMR128W,YPL213W,21558325
YER012W,YER177W,11029046
YCL040W,YFR004W,20170199
YCL040W,YFR004W,18757749
YBR058C,YOR123C,11283351
YJR062C,YOR332W,11805837
YHR007C,YML016C,18467557
YFL014W,YGR002C,19536198
YDR054C,YFL002C,21825077
YDR171W,YGL045W,19536198
YDL229W,YHR001W,19536198
YIR010W,YJL138C,21107429
YDL241W,YIL046W,14690591
YGR285C,YPR062W,19536198
YBR036C,YJL196C,16093310
YGR155W,YHR200W,18757749
YGR185C,YPR106W,20489023
YNL301C,YPL240C,15879519
YGL061C,YGL061C,12925767
YDR318W,YFL015C,11283351
YGL187C,YGR112W,17882259
YDR156W,YPR049C,16554755
YDR196C,YJL194W,11805826
YGL049C,YPR041W,12861028
YHL004W,YOR204W,16429126
YKR086W,YPL151C,20089683
YOR063W,YPR051W,17541948
YAL005C,YAL011W,19536198
YIR010W,YKL054C,21107429
YDR240C,YMR125W,17922018
YDR240C,YMR125W,10490594
YDR240C,YMR125W,16429126
YDR023W,YKL116C,16319894
YBR257W,YDR478W,16554755
YBR257W,YDR478W,11880623
YDL145C,YLR369W,19536198
YER148W,YPL082C,8083216
YER148W,YPL082C,9234740
YER148W,YPL082C,8657139
YIR010W,YPR187W,21107429
YDL229W,YLR295C,19536198
YDL077C,YDR495C,21325627
Q0140,YER154W,11250894
YMR121C,YPR143W,15769876
YER148W,YPL082C,12805227
YER148W,YPL082C,11805826
YER148W,YPL082C,10788514
YER148W,YPL082C,9844640
YER148W,YPL082C,16429126
YBR200W,YLR337C,19841731
YER148W,YPL082C,18981477
YER148W,YPL082C,11278722
YER148W,YPL082C,18596064
YKL150W,YLR166C,16624861
YLR026C,YNL049C,10753972
YER148W,YPL082C,16541100
YER148W,YPL082C,18703679
YER148W,YPL082C,12052880
YGL207W,YKR062W,10792464
YER148W,YPL082C,9671455
YER148W,YPL082C,12356733
YDL229W,YGR126W,19536198
YER148W,YPL082C,21075799
YGL104C,YJL133W,16093310
YAL005C,YNR032W,19536198
YLL024C,YPL211W,19536198
YBL007C,YGR040W,16319894
YIR032C,YPL106C,19536198
YFR004W,YJL165C,20170199
YDR265W,YDR265W,18644345
YDR265W,YDR265W,12876220
YDL051W,YHR135C,16319894
YDR116C,YHL004W,12392552
YBL075C,YPL240C,9819422
YBR010W,YJL005W,22199229
YMR093W,YOL133W,14690591
YDR388W,YMR109W,11743162
YNL154C,YNL272C,16319894
YDR388W,YMR109W,20647997
YDR388W,YMR109W,19841731
YGR252W,YPL235W,21734642
YDR324C,YOR078W,16429126
YDR324C,YOR078W,12150911
YOR106W,YPL195W,10559961
YOR106W,YPL195W,19741093
YFR015C,YNL153C,19536198
YBR034C,YDR082W,14690591
YFR036W,YIR025W,12477395
YBR279W,YLR113W,16857590
YBR136W,YDR097C,11805826
YBR136W,YDR097C,16429126
YAR009C,YDR171W,19536198
YML010W,YOR341W,12556496
YML010W,YOR341W,16908835
YML010W,YOR341W,21949810
YML010W,YOR341W,21467036
YDR388W,YMR109W,10944111
YHR175W,YPL246C,18467557
YER074W,YOL123W,16429126
YGL173C,YJL141C,14660704
YLR250W,YNL209W,19536198
YDL112W,YNL307C,11805837
YKL172W,YOR267C,20489023
YBR288C,YDL229W,19536198
YBL003C,YLL026W,19536198
YKL118W,YLL024C,19536198
YER151C,YPL240C,19536198
YKR092C,YOR310C,21558325
YKR092C,YOR310C,16554755
YGR086C,YPR152C,21386897
YDL156W,YDR164C,22199229
Q0045,YNL052W,15921494
YDL229W,YDR488C,19536198
YHL002W,YNL239W,11743162
YBR275C,YLR453C,9087429
YCR030C,YDR032C,18467557
YGR003W,YPL046C,19920177
YDL111C,YGR134W,19707589
YBR211C,YLR315W,16554755
YBR169C,YNL209W,16554755
YJL203W,YNL209W,19536198
YEL034W,YFL013C,16554755
YHR090C,YMR214W,19536198
YIL035C,YPL043W,11805837
YBR211C,YLR315W,17634282
YAR007C,YDL007W,11805837
YBR169C,YNL209W,19536198
YGR289C,YPL240C,15879519
YLR029C,YPR016C,16429126
YBL007C,YLR448W,16429126
YBR169C,YNL209W,20237159
YDL229W,YJR043C,19536198
YBL075C,YMR128W,19536198
YMR128W,YMR229C,16429126
YDR171W,YHR077C,19536198
YJL050W,YMR214W,19536198
YJL164C,YNL007C,16319894
YNL007C,YPL049C,19536198
YLR332W,YMR299C,18467557
YDL013W,YDR510W,17848550
YBR009C,YDR006C,22199229
YBR198C,YKL006W,21734642
YHR052W,YKR081C,21926967
YHR052W,YKR081C,11805826
YHR052W,YKR081C,16429126
YHR123W,YPL246C,18467557
YLL024C,YPL114W,19536198
YBR289W,YIR010W,21107429
YAL005C,YCR002C,19536198
YGL016W,YNL064C,19536198
YLL024C,YPL108W,19536198
YCL040W,YFR034C,14660704
YKL113C,YMR308C,16554755
YDL066W,YJL034W,16429126
YGL120C,YMR093W,16227579
YDR170C,YGR229C,18467557
YBR052C,YML072C,18467557
YNL223W,YPL106C,19536198
YGL111W,YOR267C,20489023
YGR013W,YNL210W,14973223
YJR144W,YLR427W,11805837
YNL007C,YNR004W,19536198
YDR101C,YMR186W,19536198
YDR531W,YMR022W,14690591
YDL013W,YDR510W,10688190
YDL013W,YDR510W,17669696
YDL013W,YDR510W,20388728
YDL013W,YDR510W,17728242
YDL013W,YDR510W,18719252
YBL087C,YDR361C,16554755
YBL081W,YPR173C,16554755
YER139C,YHR135C,16319894
YCR101C,YPL240C,15879519
YHR064C,YMR282C,19536198
YNR016C,YPR110C,11805837
YBL007C,YPR159W,12237851
YBR034C,YHR112C,14690591
YBR283C,YML048W,16093310
YBR039W,YDR168W,16429126
YGR130C,YHR064C,19536198
YER006W,YLL024C,19536198
YEL030W,YMR257C,19536198
YAL009W,YHR004C,9822591
YAL009W,YHR004C,11805826
YIL030C,YOR393W,16606443
YDL229W,YLR438W,19536198
YDL229W,YIL144W,19536198
YDL229W,YLR239C,19536198
YDL059C,YER031C,11805837
YLL028W,YLR413W,18467557
YBL087C,YDR361C,11805837
YBL087C,YDR361C,11805826
YBL087C,YDR361C,14759368
YBL087C,YDR361C,16429126
YIL126W,YLR357W,16554755
YDL171C,YPL106C,19536198
YIL126W,YLR357W,17949749
YGL025C,YPL248C,11073972
YDL147W,YLR421C,16554755
YDL156W,YPR104C,22199229
YDL147W,YLR421C,16429126
YDL147W,YLR421C,11805826
YDL147W,YLR421C,21289098
YDL028C,YFR038W,21460040
YGL237C,YOR272W,11805837
YGL135W,YLR137W,21460220
YIL126W,YLR357W,16429126
YIL126W,YLR357W,20190278
YIL126W,YLR357W,10619019
YIL126W,YLR357W,12417315
YIL126W,YLR357W,22177115
YGR005C,YGR072W,16554755
YER142C,YOL041C,11805837
YIL126W,YLR357W,14729968
YIL126W,YLR357W,14759368
YIL126W,YLR357W,21673141
YDL229W,YJL115W,19536198
YIL126W,YLR357W,15014446
YIL126W,YLR357W,11304548
YIL126W,YLR357W,12805231
YIL126W,YLR357W,12183366
YJL033W,YLR150W,16554755
YOR159C,YPR182W,10688190
YOR159C,YPR182W,11283351
YOR159C,YPR182W,9528767
YOR159C,YPR182W,16554755
YOR159C,YPR182W,18719252
YPL070W,YPL070W,18719252
YBL050W,YPL232W,9195974
YDR477W,YMR205C,16319894
YNL187W,YNL307C,16319894
YDL047W,YML048W,11805837
YBL050W,YBL078C,10837468
YBR098W,YDL229W,19536198
YHR200W,YLR340W,18757749
YHR200W,YLR340W,17499717
YFL002C,YOR355W,16554755
YEL030W,YOR142W,19536198
YDL052C,YLR071C,11805826
YHR064C,YLR239C,19536198
YLL036C,YLR432W,11804584
YAR027W,YDL198C,16093310
YHR216W,YKL212W,16554755
YLL023C,YMR129W,20498018
YKL059C,YOL123W,14690591
YGR054W,YNL207W,16429126
YGR054W,YNL207W,11805826
YDR447C,YKL067W,16429126
YLL024C,YML008C,19536198
YJR035W,YMR318C,11805837
YER133W,YPR016C,20489023
YBL007C,YHR016C,10688190
YBL007C,YHR016C,11743162
YBL007C,YHR016C,19841731
YBL007C,YHR016C,11489916
YBL007C,YHR016C,11805826
YBL007C,YHR016C,14737190
YBL007C,YHR016C,12388763
YIL104C,YNL124W,14690591
YIL104C,YNL124W,12228251
YIL104C,YNL124W,11283351
YCL027W,YLR117C,11743162
YGL223C,YGL223C,15932880
YDR341C,YGR128C,17634288
YKL143W,YNL178W,16738661
YKL143W,YNL178W,11283351
YKL143W,YNL178W,16888326
YHR201C,YMR022W,14690591
YER118C,YMR032W,11743162
YDL116W,YPL075W,15817685
YGL206C,YLR170C,17344475
YGL171W,YJL010C,17956976
YKL189W,YPL049C,18719252
YDR013W,YGL201C,21868389
YDR013W,YGL201C,21362622
YGL241W,YPL106C,19536198
YCL037C,YDR432W,20494970
YLL039C,YNL096C,15699485
YGL113W,YGL201C,21460226
YGL113W,YGL201C,21362622
YGL113W,YGL201C,21868389
YLR148W,YML058W,16554755
YBL002W,YDR075W,16299494
YBL002W,YDR075W,16554755
YBL007C,YBR205W,11743162
YBR169C,YOL078W,19536198
YEL051W,YKR007W,18467557
YER148W,YOR047C,7667094
YDR118W,YOR249C,15060174
YDR118W,YOR249C,17634282
YDR118W,YOR249C,21186364
YDR118W,YOR249C,12477395
YDR118W,YOR249C,16429126
YDR118W,YOR249C,9469814
YDR118W,YOR249C,21307936
YDR482C,YHR165C,19854871
YDR482C,YHR165C,19789211
YOL027C,YPL173W,16476776
YJR042W,YLR293C,10617640
YLR347C,YNL209W,19536198
YBR034C,YGR200C,14690591
YDL065C,YGR119C,11283351
YAL005C,YBR238C,19536198
YDR120C,YER125W,17551511
YDR100W,YDR100W,11283351
YOR294W,YPR102C,17938242
YOR294W,YPR102C,16100378
YOR294W,YPR102C,11893754
YDR100W,YDR100W,18467557
YGL172W,YKL068W,17418788
YKL093W,YNL209W,19536198
YDR256C,YOL147C,15798189
YFR014C,YOL148C,16319894
YGL204C,YPR152C,16606443
YGL019W,YKL160W,16756761
YGL019W,YKL160W,16260625
YGL019W,YKL160W,21755460
YML099C,YMR104C,18719252
YDR247W,YOR177C,21460040
YGR013W,YPL178W,16429126
YGR013W,YPL178W,11805826
YGR013W,YPL178W,21558325
YER022W,YJL167W,19416104
YEL036C,YGL167C,16429126
YEL048C,YER090W,19220810
YBR252W,YBR274W,21460040
YLR378C,YML019W,15831493
YER125W,YLR291C,18719252
YJR112W,YOR360C,18467557
YKL010C,YOR233W,16554755
YDL123W,YJL179W,19536198
YCL010C,YKL062W,21734642
YGR102C,YLR191W,19841731
YDL229W,YER001W,19536198
YBR127C,YEL051W,12220197
YBR127C,YEL051W,16554755
YBR127C,YEL051W,16429126
YBR198C,YGR220C,11805826
YMR014W,YOR310C,21558325
YOR057W,YPL106C,19536198
YJL128C,YMR032W,19841731
YAL005C,YHL029C,19536198
YHR064C,YNL248C,19536198
YDL088C,YLR347C,9864357
YDL088C,YLR347C,17418788
YLR075W,YOL011W,12627396
YHR172W,YMR001C,18022565
YDR270W,YHR114W,19841731
YBR136W,YPL153C,12917350
YBR136W,YPL153C,16365046
YBR136W,YPL153C,18922789
YBR136W,YPL153C,19457865
YBR136W,YPL153C,16085488
YBR136W,YPL153C,15456903
YJL179W,YMR192W,19536198
YNL209W,YOR371C,19536198
YKR036C,YMR022W,14690591
YER178W,YNL071W,16554755
YAR027W,YBR106W,16093310
YDR477W,YGL043W,21460040
YFR003C,YKL193C,17142459
YBR193C,YGR104C,10688190
YGL223C,YML071C,18719252
YDR100W,YDR100W,18719252
YIL126W,YKR008W,15014446
YIL126W,YPL129W,20179968
YDR356W,YKL042W,10330408
YCL027W,YER155C,19841731
YGL233W,YNL007C,19536198
YDR028C,YDR477W,10648618
YLR347C,YNL189W,17897934
YGL022W,YOR085W,12810948
YGR112W,YIL157C,17882260
YBR079C,YOR361C,11387228
YOR151C,YOR210W,17892321
YAR014C,YER133W,10688190
YGL203C,YGR229C,18467557
YGR084C,YNR036C,16554755
YGL172W,YLR347C,17418788
YBL075C,YKL088W,16429126
YBR193C,YGR104C,15477388
YBR193C,YGR104C,16263706
YER070W,YIL030C,16606443
YDR473C,YOR308C,16554755
YBR109C,YMR109W,18523008
YBR109C,YMR109W,20647997
YDL229W,YOL017W,19536198
YDL229W,YJL155C,19536198
YAL029C,YOR035C,21115842
YBR010W,YOL054W,16554755
YBR010W,YOL054W,21070970
YBR010W,YOL054W,22199229
YLR259C,YOR020C,7902576
YBL103C,YJR066W,20489023
YDR178W,YKR016W,21944719
YHR027C,YLR055C,21734642
YLL036C,YMR288W,11804584
YLL036C,YMR288W,11884590
YLL036C,YMR288W,16429126
YGR005C,YGR104C,9032243
YGR005C,YGR104C,14749386
YGR005C,YGR104C,11383511
YGR270W,YPL126W,19106085
YOR151C,YOR210W,16554755
YOR151C,YOR210W,10784442
YGR270W,YLR033W,19106085
YGR270W,YLR033W,22156209
YBR081C,YOL039W,21734642
YOR151C,YOR210W,10393904
YAL005C,YHR183W,19536198
YJL039C,YMR205C,18046405
YIL105C,YNL161W,20489023
YBR230C,YMR246W,21748599
YAL005C,YPL255W,19536198
YGL119W,YHR064C,19536198
YBR160W,YLR183C,14574415
YBR160W,YLR183C,21658602
YBR160W,YJL115W,16319894
YAL005C,YFR037C,19536198
YBR272C,YIL075C,19446323
YDL014W,YIL019W,16762320
YHR083W,YPL126W,14690591
YJL034W,YNL313C,14690591
YJL034W,YNL313C,19536198
YFL033C,YFL033C,9744870
YHR197W,YLR106C,12374754
YGR132C,YPR152C,21386897
YBL061C,YDR477W,16319894
YBR102C,YBR102C,18467557
YDR060W,YNR051C,20508643
YBR081C,YGL171W,21734642
YBR102C,YBR102C,19591838
YER147C,YFL016C,16554755
YER147C,YFL016C,19536198
YGL135W,YNL175C,16429126
YLR106C,YNL182C,15260980
YBR272C,YIL075C,19446322
YLL026W,YOR244W,19303850
YHR197W,YLR106C,21777812
YHR197W,YLR106C,19737519
YJL191W,YNL308C,16429126
YHR197W,YLR106C,20542003
YHR197W,YLR106C,15528184
YBR023C,YER039C,16093310
YDL229W,YJR075W,19536198
YAL005C,YOL068C,19536198
YAL005C,YFR037C,14729968
YCR081W,YNL025C,12200444
YJL011C,YOR207C,16554755
YJL011C,YOR207C,16429126
YJL011C,YOR207C,20887893
YJL011C,YOR207C,21048197
YJL011C,YOR207C,14759368
YJL148W,YML010W,21467036
YDR477W,YPL042C,10869433
YDL147W,YER021W,16554755
YDL147W,YER021W,11805826
YDL147W,YER021W,16869714
YDL147W,YER021W,21289098
YDL147W,YER021W,22195964
YDL147W,YER021W,19446322
YGR033C,YMR203W,15878866
YHR066W,YJL008C,19536198
YDR378C,YER048C,19536198
YDL147W,YER021W,16429126
YBR274W,YNR046W,21460040
YDL147W,YER112W,21289098
YLR157C,YPL240C,19536198
YDL229W,YPR187W,19536198
YDL153C,YJL175W,11283351
YCR073C,YDL056W,16319894
YKL117W,YKR060W,21777812
YER074W,YGL171W,16429126
YNL209W,YPR016C,16095611
